정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,일반인,0,0,87,9,260,27,688,17,895,28,715,52,452,77,476,74,412,94,387,70,300,52,276,85,273,80,312,110,337,99,162,54,110,51,46,24,27,20,0,0,0,0,0,0,0,0,0,0,
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,어린이,0,0,0,0,0,0,49,1,9,0,2,0,4,0,4,2,4,0,4,0,1,0,3,2,4,0,3,2,3,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,청소년,0,0,0,0,16,0,170,0,79,0,21,0,16,1,21,0,27,10,24,12,16,2,24,6,28,12,38,5,52,15,38,4,23,5,12,6,3,3,0,0,0,0,0,0,0,0,0,0,
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,경로,0,0,0,0,14,0,18,1,8,0,22,0,16,1,17,2,14,7,16,3,13,3,12,6,9,1,11,3,4,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,장애인,0,0,0,0,0,0,1,0,3,0,0,0,9,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
천근오거리,21970,311,신대차고지 - 신대차고지,2023-06,국가유공자,0,0,2,0,0,0,5,0,7,0,0,0,2,0,3,0,14,2,13,0,2,1,4,1,1,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
