132,용수골,241
1632,대전지방기상청,241
2434,구암동기점지,242
445,대전역네거리,243
448,대전제2시립노인병원,243
1754,전민동주민센터,243
1822,북부여성가족원,243
278,대청호자연생태관,244
867,변동시장,244
126,삼정동,245
2357,복용1통,245
286,추동취수장,247
1135,가수원시장,248
1682,LG생활건강기술연구원,248
1382,원내동,250
1398,교촌3통,250
998,괴정네거리,251
2154,신구교,252
1823,북부여성가족원,253
802,목양초등학교,254
1764,원촌삼거리,254
2276,대덕구장애인복지관,255
427,하소1통,256
428,하소1통,256
1237,평촌동종점,256
2385,관저체육공원,256
197,대주파크빌,258
279,대청호자연생태관,258
1721,국방과학연구소입구,258
1961,죽동천년나무아파트,258
1336,관저체육공원,259
2140,금강엑슬루타워,259
1804,한신에스메카,267
2247,석봉과선교,267
289,비룡교차로,268
1070,정부대전청사동문,269
1988,대광로제비앙아파트,269
2253,새여울아파트,269
365,산내주공아파트,270
386,고산사입구,271
387,고산사입구,271
915,코스모스아파트,271
1344,옥녀봉네거리,272
487,동산지하차도,274
488,동산지하차도,274
1415,학하초등학교,274
633,태평오거리,278
1631,구성삼거리,279
1707,송림마을5단지,279
1029,파랑새아파트,280
1722,국방과학연구소입구,280
312,원마산,281
844,서부경찰서,282
897,용화5길입구,282
21,태광산업중앙연구소,285
1717,수운교입구,285
597,어덕마을종점,286
1681,KT북대전지사,290
2181,신탄중앙중학교,290
2198,평촌동,292
1377,진잠중학교,294
370,산내초등학교,296
371,산내초등학교,296
1886,대전시립제1노인병원,297
2176,덕암우체국,298
1809,그린아파트,301
449,대전역/역전시장,302
90,은어송마을2단지,306
480,동구아름다운복지관,307
481,동구아름다운복지관,307
1728,반석2통,307
2104,중리근린공원,307
1720,안산1통,308
215,대전지방국토관리청,310
1998,오정네거리,310
865,변동시장,311
1808,바이오니아,312
2050,성우동산,314
368,e편한세상아파트,315
369,e편한세상아파트,315
872,공굴안,315
1376,진잠중학교,315
1694,전자디자인고,317
2150,신구교,318
1736,반석역,319
1820,송강전통시장,324
1113,성룡초등학교,326
1916,원촌동솔로몬로파크,326
242,아리랑프라자,327
649,서부종합시장,328
1700,송림마을2단지,328
1959,죽동예미지아파트,329
2012,대전신학대학교,330
1639,한울아파트후문,331
127,한밭여중입구,333
1928,한국천문연구원,338
1064,법원.검찰청,342
1669,대전컨벤션센터,342
1821,송강전통시장,343
1891,송강중학교,345
2040,당아래,345
2197,평촌동,345
1097,월평역,346
1802,한신에스메카,346
1927,한국천문연구원,346
870,변동복개도로,347
1297,가장교오거리,347
1806,수변공원,347
1910,유성숲오투그란데,347
1923,반석네거리,347
1816,송강전통시장,348
1807,수변공원,352
1053,둔산초등학교,353
1024,갈마2동주민센터/충청투데이,354
1938,법원등기국,354
1055,을지대학병원,355
2105,중리동주민센터,355
2101,스포츠프라자삼거리,356
787,대자연아파트,357
786,대자연아파트,358
1374,진잠향교,360
179,대전역동광장종점,364
121,판암동성당,365
1819,송강전통시장,365
2255,신탄진고등학교,367
2182,신탄중앙중학교,368
727,사정교,369
729,사정교,369
119,판암동성당,371
889,도마중학교,372
1892,송강중학교,372
1973,해링턴아파트,372
4,현암초등학교,373
2036,대전산업단지삼거리,373
479,대전역동광장,374
1862,한샘근린공원,374
1939,법원등기국,375
1942,해랑숲마을5단지,378
1670,대전컨벤션센터,379
88,은어송마을6단지,382
559,대흥네거리,382
969,KT서대전지사입구,382
2066,송촌119안전센터,384
608,오류네거리,385
252,북부교,386
1049,둔산2동주민센터,386
79,남대전변전소,387
806,보문산공원로,388
807,보문산공원로,388
1325,대청병원,388
767,산서초등학교,390
1380,서대전IC,391
2148,한국타이어후문,391
1391,샘물타운아파트,392
893,변동근린공원,394
1326,대청병원,394
976,가장제일장로교회,395
1296,가장교오거리,395
2008,한남대학교,396
1943,해랑숲마을5단지,397
2015,동아연필,397
402,남대전종합물류단지,398
403,남대전종합물류단지,398
1696,북대전IC네거리,399
896,삼육중학교입구,400
1057,서구청,400
2330,럭키하나아파트,400
2254,신탄진고등학교,401
607,오류네거리,402
2117,수도시설관리사업소,402
1387,진잠타운아파트,403
2042,읍내네거리,403
2200,덕암동주민센터,408
239,홍도동현암아파트,416
895,도마중학교,417
2041,읍내네거리,417
11,향촌아파트,419
1028,향촌아파트,419
1299,샘물타운아파트,419
1414,학하초등학교,419
1850,서한이다음2단지,421
1991,오정농수산물시장,421
811,오월드,424
741,오월드,425
1878,신안인스빌,425
87,은어송마을1단지,426
1934,수정초등학교,427
142,대전대학교,428
1877,신안인스빌,428
1946,새미래중학교,429
205,대전보건대학,432
1859,드리움공원,432
1911,덕명중학교,432
2124,서오아파트,432
563,대흥동우체국,433
788,한밭도서관후문,434
789,한밭도서관후문,435
1849,서한이다음2단지,435
1933,수정초등학교,435
1945,새미래중학교,436
475,한밭자이아파트,437
476,한밭자이아파트,437
1894,대전도시과학고등학교,437
1906,미학아파트,437
1876,진잠초등학교,438
1885,연구개발특구진흥재단,438
1664,국립중앙과학관입구,439
843,목화아파트,441
1634,보건환경연구원,443
1745,문지네거리,443
696,대전동부교육지원청,446
697,대전동부교육지원청,446
892,변동중학교,446
1139,가수원역,449
1066,법원.검찰청,450
1697,전자디자인고,451
1805,테크노밸리6.10단지,452
1919,노은휴먼시아4단지,452
92,남부여성가족원,453
1995,오정네거리,453
997,괴정네거리,454
1083,서일고/서일여고,455
1944,계룡리슈빌아파트,456
1803,테크노밸리6.10단지,457
1908,학의뜰아파트,457
1941,꿈에그린아파트,457
1960,죽동칸타빌아파트,457
1997,한남오거리,457
1936,싸이언스빌3가,458
1023,갈마역,459
1343,옥녀봉네거리,462
1792,테크노밸리2단지,462
1977,옥녀봉네거리,462
1893,한아름아파트,463
521,충남여중삼거리,464
2138,금강엑슬루타워,464
2249,석봉초등학교,464
1940,꿈에그린아파트,465
67,천석교,466
970,KT서대전지사입구,466
